Hired in Q1 2023?,Company Name,Location City,Location State,Description,Website,Industry,Company Size
,"Auddia, Inc.",Boulder,Colorado,"Auddia, with their suite of digital products and artificial intelligence technologies, is a company working to transform the way listeners engage with radio, podcasts and the future of audio content.",https://auddia.com/,Computer Software,1-100
,Audit Analytics,Sutton,Massachusetts,"Audit Analytics is an independent research provider of audit, regulatory and disclosure intelligence, serving the accounting, financial, insurance, legal, regulatory and academic communities. 

We provide detailed research on over 150,000 active audits and more than 10,000 accounting firms. Access to Audit Analytics data is available via an online user subscription, email notifications, enterprise data-feed subscriptions and custom research reports.",http://www.auditanalytics.com,Research,1-100
,Aunalytics,South Bend,Indiana,"Aunalytics is the data platform company delivering answers for your business. Aunalytics provides Insights-as-a-Service to answer enterprise and midsized companies’ most important IT and business questions. The Aunalytics® cloud-native data platform is built for universal data access, advanced analytics and AI while unifying disparate data silos into a single golden record of accurate, actionable business information. Its Daybreak industry intelligent data mart combined with the power of the Aunalytics data platform provides industry-specific data models with built-in queries and AI to ensure access to timely, accurate data and answers to critical business and IT questions. Through its side-by-side digital transformation model, Aunalytics provides on-demand scalable access to technology, data science, and AI experts to seamlessly transform customers businesses.",https://www.aunalytics.com,Information Technology,100-500
,Automotive Warranty Network,Greenwood Village,Colorado,Car warranty claims management company,https://www.awninc.com,FinTech/Finance,100-500
,Avvir,New York,New York,Automated construction verification,http://avvir.io,Information Technology,1-100
,B3 Insight,Denver,Colorado,"B3 Insight is building the definitive source for water data. We empower smart water management with data-driven intelligence for responsible and profitable decisions about water resources. Customers evaluate assets, enhance operational efficiencies, mitigate risk, allocate capital, and benchmark performance while saving significant time, investment, and resources – all with one intuitive platform. 
",http://www.b3insight.com,Oil/Gas,1-100
,BabelBark,Newton,Massachusetts,"App connecting pet parents, vets, and other pet services",https://babelbark.com,Medtech/Healthcare,1-100
,Baker Hughes,Houston,Texas,"Baker Hughes is an energy technology company that provides solutions for energy and industrial customers worldwide. Built on a century of experience and with operations in over 120 countries, our innovative technologies and services are taking energy forward – making it safer, cleaner and more efficient for people and the planet. Visit us at bakerhughes.com",http://www.bakerhughes.com,Oil/Gas,2000+
,Bayard Advertising Agency Inc. (KROW.ai),New York,New York,"We’re Bayard, a full service Advertising Agency with focus and expertise in talent acquisition and employer branding. We chose to be an agency and with over 90 years of growing and innovating, we continue to focus our energy where it belongs — helping great companies find great people. What does the future look like? We will continue honing our skills in branding, innovating in media like programmatic buying and NEVER losing sight of good old customer service.

",http://www.bayardad.com,Marketing/Advertising,100-500
,Bean Box,Seattle,Washington,Coffee Subscription and Gifts from the World's Best Artisan Roasters,https://beanbox.com/,"Retail, Food/Beverage Services",1-100
,BestFit Inc.,New York,New York,"BestFit is the Youtube of college decision-making. We combine technological innovation with authentic storytelling--using video-based narratives and an adaptive recommendation system to help students identify colleges best equipped to support them and make better college decisions. We're committed to transforming the way underrepresented and disenfranchised high school students find their best fit college, all while disrupting the college recruiting industry.",http://www.bestfitapp.com,Internet,1-100
,Beterra Health,Newnan,Georgia,"Beterra exists to simplify the collection, analysis, and use of healthcare performance data in order to accelerate improvement.",https://beterra.com/,Medtech/Healthcare,1-100
